weekly_self_study_hours,attendance_percentage,class_participation,study_attendance_interaction,engagement_score,total_score
1.8,79.9,7.1,143.82000000000002,43.5,36.0
28.1,95.0,4.2,2669.5,49.6,100.0
17.7,87.7,4.5,1552.29,46.1,100.0
8.9,90.7,8.2,807.23,49.45,74.3
18.7,69.2,2.7,1294.04,35.95,98.5
0.0,72.4,5.5,0.0,38.95,48.9
15.0,100.0,6.9,1500.0,53.45,98.0
17.3,89.7,7.1,1551.8100000000002,48.4,95.4
21.5,78.6,4.1,1689.8999999999999,41.349999999999994,100.0
7.9,100.0,5.8,790.0,52.9,65.7
15.6,84.8,5.1,1322.8799999999999,44.949999999999996,98.1
8.5,80.7,5.0,685.95,42.85,87.8
16.8,80.3,6.6,1349.04,43.449999999999996,82.1
8.7,70.9,5.2,616.83,38.050000000000004,59.2
12.1,90.8,7.0,1098.6799999999998,48.9,99.2
8.0,94.6,8.0,756.8,51.3,55.2
19.6,97.1,4.2,1903.16,50.65,92.1
21.0,76.7,2.9,1610.7,39.800000000000004,89.2
13.4,85.3,6.5,1143.02,45.9,76.8
15.3,79.0,4.0,1208.7,41.5,100.0
4.9,85.0,5.6,416.50000000000006,45.3,71.1
12.9,79.7,9.4,1028.13,44.550000000000004,92.4
14.6,70.9,3.5,1035.14,37.2,76.7
33.3,100.0,3.4,3329.9999999999995,51.7,100.0
7.2,85.6,6.3,616.3199999999999,45.949999999999996,72.6
25.2,91.6,6.2,2308.3199999999997,48.9,100.0
22.0,100.0,6.1,2200.0,53.05,91.0
17.0,86.5,4.0,1470.5,45.25,90.2
27.3,100.0,3.2,2730.0,51.6,100.0
17.6,91.5,9.5,1610.4,50.5,100.0
17.7,61.1,6.4,1081.47,33.75,100.0
14.6,80.0,6.5,1168.0,43.25,79.5
23.6,67.2,6.8,1585.92,37.0,100.0
22.7,80.6,8.1,1829.62,44.349999999999994,100.0
10.6,73.9,10.0,783.34,41.95,53.1
5.8,94.8,6.8,549.8399999999999,50.8,52.5
13.6,84.5,9.1,1149.2,46.8,73.7
9.4,76.8,5.0,721.92,40.9,81.5
14.6,95.4,4.1,1392.8400000000001,49.75,94.6
23.7,82.4,7.2,1952.88,44.800000000000004,100.0
11.8,89.0,5.9,1050.2,47.45,75.4
14.7,73.5,4.3,1080.45,38.9,100.0
15.4,81.3,3.5,1252.02,42.4,89.3
20.9,92.4,7.0,1931.16,49.7,100.0
0.0,100.0,6.0,0.0,53.0,61.6
10.8,85.5,7.3,923.4000000000001,46.4,82.2
16.5,90.0,7.6,1485.0,48.8,97.3
23.4,100.0,6.2,2340.0,53.1,100.0
11.6,66.9,4.4,776.0400000000001,35.650000000000006,78.6
1.9,83.8,6.1,159.22,44.949999999999996,56.0
19.3,90.6,4.6,1748.58,47.599999999999994,95.2
10.6,79.6,3.1,843.7599999999999,41.349999999999994,88.4
6.7,78.6,5.6,526.62,42.099999999999994,55.3
10.6,65.5,7.4,694.3,36.45,67.7
13.7,97.7,2.8,1338.49,50.25,68.7
10.8,68.1,5.1,735.48,36.599999999999994,68.5
0.0,89.4,6.6,0.0,48.0,43.8
21.3,88.0,2.7,1874.4,45.35,100.0
23.9,76.3,8.5,1823.57,42.4,98.1
19.6,78.0,8.2,1528.8000000000002,43.1,88.6
7.0,93.7,8.1,655.9,50.9,83.7
13.6,87.3,5.6,1187.28,46.449999999999996,94.6
15.0,81.5,6.0,1222.5,43.75,65.0
19.2,80.8,3.5,1551.36,42.15,84.3
19.7,76.7,4.3,1510.99,40.5,98.4
9.9,92.5,6.7,915.75,49.6,66.5
15.6,94.3,4.7,1471.08,49.5,73.6
18.2,87.8,5.9,1597.9599999999998,46.85,100.0
25.2,93.1,7.3,2346.12,50.199999999999996,100.0
19.9,81.8,4.3,1627.82,43.05,76.5
20.5,88.2,5.8,1808.1000000000001,47.0,97.6
15.6,75.9,6.0,1184.04,40.95,86.9
24.9,85.0,5.0,2116.5,45.0,100.0
17.9,98.2,6.5,1757.78,52.35,90.3
9.0,83.5,5.4,751.5,44.45,71.0
24.8,87.0,4.8,2157.6,45.9,100.0
19.9,84.4,5.7,1679.56,45.050000000000004,88.0
11.9,94.1,5.2,1119.79,49.65,73.0
11.6,84.0,9.1,974.4,46.55,81.2
17.1,75.5,9.1,1291.0500000000002,42.3,89.9
18.2,83.1,10.0,1512.4199999999998,46.55,99.2
16.4,95.7,6.9,1569.48,51.300000000000004,81.8
17.2,83.8,8.7,1441.36,46.25,100.0
26.9,85.7,5.9,2305.33,45.800000000000004,100.0
22.5,76.4,4.7,1719.0000000000002,40.550000000000004,100.0
16.3,66.0,0.7,1075.8,33.35,87.7
21.6,95.2,5.2,2056.32,50.2,100.0
7.8,75.3,4.1,587.3399999999999,39.699999999999996,74.9
17.8,95.7,5.1,1703.46,50.4,84.8
27.7,85.9,3.3,2379.4300000000003,44.6,100.0
13.5,78.7,7.2,1062.45,42.95,88.6
9.1,75.4,10.0,686.14,42.7,59.1
10.4,100.0,4.3,1040.0,52.15,78.5
7.4,88.3,6.1,653.42,47.199999999999996,64.9
9.5,91.5,9.0,869.25,50.25,82.8
12.4,93.1,4.7,1154.44,48.9,61.1
5.2,80.4,2.4,418.08000000000004,41.400000000000006,64.3
15.1,82.7,8.1,1248.77,45.4,92.1
21.3,88.5,10.0,1885.05,49.25,100.0
8.6,72.2,5.2,620.92,38.7,71.3
25.6,61.8,4.3,1582.08,33.05,100.0
18.6,88.9,5.1,1653.5400000000002,47.0,92.3
22.2,89.4,3.4,1984.68,46.400000000000006,100.0
10.4,98.8,5.8,1027.52,52.3,64.5
21.0,97.0,4.8,2037.0,50.9,94.7
7.4,83.3,6.0,616.42,44.65,47.3
21.2,90.7,6.6,1922.84,48.65,98.6
16.2,68.1,6.7,1103.2199999999998,37.4,78.6
18.9,69.1,5.0,1305.9899999999998,37.05,100.0
6.8,92.0,5.9,625.6,48.95,73.3
8.7,86.5,4.6,752.55,45.55,66.7
19.2,100.0,2.9,1920.0,51.45,100.0
8.4,95.4,3.6,801.3600000000001,49.5,73.0
18.2,100.0,5.2,1820.0,52.6,92.9
5.4,83.9,3.4,453.06000000000006,43.650000000000006,56.5
20.9,89.8,4.8,1876.8199999999997,47.3,94.3
6.4,86.5,3.2,553.6,44.85,50.1
18.9,92.1,0.6,1740.6899999999998,46.349999999999994,100.0
19.4,89.5,7.3,1736.3,48.4,98.9
10.1,78.6,7.1,793.8599999999999,42.849999999999994,82.1
19.1,70.4,8.1,1344.64,39.25,93.1
16.8,92.1,4.7,1547.28,48.4,78.0
11.2,85.0,6.3,951.9999999999999,45.65,83.3
7.9,86.8,8.9,685.72,47.85,62.8
1.3,100.0,8.0,130.0,54.0,69.0
17.4,93.5,1.0,1626.8999999999999,47.25,90.5
4.0,82.4,8.4,329.6,45.400000000000006,73.6
15.7,85.8,5.7,1347.06,45.75,92.5
13.2,98.1,6.2,1294.9199999999998,52.15,85.3
19.8,88.6,9.0,1754.28,48.8,100.0
12.9,93.0,6.6,1199.7,49.8,74.7
12.7,75.0,6.8,952.5,40.9,90.1
20.1,80.8,4.1,1624.0800000000002,42.449999999999996,100.0
17.3,81.7,6.7,1413.41,44.2,89.9
17.2,91.4,4.5,1572.08,47.95,99.2
18.3,98.4,4.9,1800.7200000000003,51.650000000000006,88.1
4.3,92.9,7.6,399.47,50.25,79.4
20.3,92.2,4.6,1871.66,48.4,100.0
19.3,88.9,5.4,1715.7700000000002,47.150000000000006,74.6
7.9,100.0,4.1,790.0,52.05,76.9
13.3,91.2,4.3,1212.96,47.75,73.1
14.7,81.6,5.0,1199.5199999999998,43.3,81.2
14.1,83.0,2.6,1170.3,42.8,99.9
17.3,77.8,7.7,1345.94,42.75,100.0
25.0,80.7,8.3,2017.5,44.5,100.0
22.6,77.5,3.7,1751.5,40.6,100.0
5.8,75.5,6.3,437.9,40.9,63.4
19.4,89.2,6.0,1730.48,47.6,100.0
24.3,92.5,7.1,2247.75,49.8,100.0
17.7,73.8,4.6,1306.26,39.199999999999996,96.4
22.6,82.7,3.2,1869.0200000000002,42.95,95.0
29.1,74.5,3.7,2167.9500000000003,39.1,100.0
22.2,95.2,6.2,2113.44,50.7,100.0
16.7,77.9,5.3,1300.93,41.6,100.0
22.3,70.2,7.8,1565.46,39.0,100.0
16.0,93.5,6.1,1496.0,49.8,97.8
15.2,94.6,5.9,1437.9199999999998,50.25,82.7
12.5,69.1,5.5,863.7499999999999,37.3,66.6
25.9,78.8,10.0,2040.9199999999998,44.4,100.0
9.3,100.0,8.6,930.0000000000001,54.3,84.1
25.7,71.3,7.3,1832.4099999999999,39.3,100.0
18.5,71.3,5.3,1319.05,38.3,93.7
5.2,74.5,5.6,387.40000000000003,40.05,72.7
17.6,72.8,4.2,1281.28,38.5,100.0
0.3,90.7,7.0,27.21,48.85,50.0
19.4,94.7,6.9,1837.1799999999998,50.800000000000004,100.0
21.2,71.4,9.3,1513.68,40.35,100.0
10.9,99.7,7.8,1086.73,53.75,90.0
15.9,70.0,4.0,1113.0,37.0,83.0
28.7,87.1,8.5,2499.77,47.8,100.0
11.5,91.7,6.3,1054.55,49.0,74.2
7.6,100.0,3.9,760.0,51.95,67.9
25.4,100.0,4.6,2540.0,52.3,100.0
28.7,78.0,6.0,2238.6,42.0,100.0
15.0,90.9,6.4,1363.5,48.650000000000006,81.8
22.1,81.3,6.8,1796.73,44.05,99.7
24.4,100.0,10.0,2440.0,55.0,100.0
9.8,72.6,2.3,711.48,37.449999999999996,80.0
11.6,80.0,5.0,928.0,42.5,56.7
23.6,72.3,4.0,1706.28,38.15,100.0
26.8,80.9,8.8,2168.1200000000003,44.85,100.0
18.9,78.2,5.6,1477.98,41.9,100.0
8.8,71.4,6.1,628.32,38.75,81.0
28.9,87.2,5.6,2520.08,46.4,100.0
11.3,84.9,5.6,959.3700000000001,45.25,72.1
12.7,97.7,6.3,1240.79,52.0,82.1
17.4,100.0,7.4,1739.9999999999998,53.7,96.4
25.9,85.2,6.9,2206.68,46.050000000000004,100.0
21.0,74.6,5.2,1566.6,39.9,100.0
17.9,87.6,8.2,1568.0399999999997,47.9,100.0
18.2,77.8,6.9,1415.9599999999998,42.35,95.0
15.3,79.2,8.7,1211.76,43.95,81.9
18.9,71.3,9.6,1347.57,40.449999999999996,71.2
0.0,83.4,6.4,0.0,44.900000000000006,55.4
12.9,79.2,5.5,1021.6800000000001,42.35,75.4
16.7,78.3,3.2,1307.61,40.75,83.2
6.9,85.3,4.8,588.57,45.05,64.5
17.7,99.5,6.2,1761.1499999999999,52.85,96.1
13.6,69.5,6.3,945.1999999999999,37.9,99.8
27.3,100.0,8.7,2730.0,54.35,100.0
26.0,78.2,4.2,2033.2,41.2,99.2
11.7,94.8,4.5,1109.1599999999999,49.65,91.2
13.9,77.0,4.9,1070.3,40.95,78.1
14.5,97.1,7.3,1407.9499999999998,52.199999999999996,86.3
11.8,74.1,5.5,874.38,39.8,69.8
16.4,90.3,4.6,1480.9199999999998,47.449999999999996,97.5
9.7,78.6,6.0,762.4199999999998,42.3,89.0
7.1,100.0,6.4,710.0,53.2,66.1
19.4,86.9,3.8,1685.86,45.35,100.0
19.4,80.6,6.7,1563.6399999999999,43.65,94.1
9.4,98.6,3.1,926.84,50.849999999999994,85.3
21.3,100.0,7.0,2130.0,53.5,96.2
10.6,88.6,5.0,939.1599999999999,46.8,79.1
16.8,88.3,9.1,1483.44,48.699999999999996,84.7
20.7,86.5,0.0,1790.55,43.25,100.0
14.8,84.0,2.4,1243.2,43.2,87.0
18.2,94.9,4.9,1727.18,49.900000000000006,89.5
11.4,97.7,5.7,1113.78,51.7,88.0
13.6,74.7,5.5,1015.92,40.1,98.2
13.6,72.7,9.2,988.72,40.95,86.0
9.8,76.3,10.0,747.74,43.15,79.7
13.8,97.5,5.5,1345.5,51.5,73.3
4.2,97.1,5.8,407.82,51.449999999999996,62.8
11.6,80.0,5.3,928.0,42.65,76.9
13.0,81.8,8.6,1063.3999999999999,45.199999999999996,91.0
13.2,69.4,1.1,916.08,35.25,85.3
13.3,83.2,7.4,1106.5600000000002,45.300000000000004,89.2
14.6,92.3,7.2,1347.58,49.75,95.8
18.4,96.3,4.0,1771.9199999999998,50.15,99.2
21.1,73.7,7.0,1555.0700000000002,40.35,92.2
10.5,80.1,5.8,841.05,42.949999999999996,68.9
6.6,76.8,4.6,506.87999999999994,40.699999999999996,89.3
7.7,94.9,8.8,730.73,51.85,65.7
11.6,82.0,8.4,951.1999999999999,45.2,72.2
12.5,90.6,6.5,1132.5,48.55,81.6
9.6,83.6,2.7,802.56,43.15,75.6
5.9,99.1,8.8,584.69,53.949999999999996,61.6
11.8,83.9,5.7,990.0200000000001,44.800000000000004,87.4
16.3,83.7,8.4,1364.3100000000002,46.050000000000004,99.0
19.2,88.4,5.7,1697.28,47.050000000000004,100.0
11.1,86.7,5.6,962.37,46.15,74.0
12.1,78.7,7.9,952.27,43.300000000000004,92.7
8.5,96.2,5.6,817.7,50.9,70.0
14.8,76.3,4.5,1129.24,40.4,68.7
9.1,82.4,8.3,749.84,45.35,66.2
19.0,79.7,6.9,1514.3,43.300000000000004,99.3
2.5,73.6,5.3,184.0,39.449999999999996,57.0
12.5,74.8,5.6,935.0,40.199999999999996,84.5
17.1,95.1,8.3,1626.21,51.699999999999996,83.3
16.3,93.2,7.1,1519.16,50.15,86.7
33.9,72.7,8.2,2464.53,40.45,100.0
17.4,77.4,7.3,1346.76,42.35,90.4
8.0,80.0,7.1,640.0,43.55,58.2
14.3,87.4,9.0,1249.8200000000002,48.2,86.5
2.6,89.2,5.8,231.92000000000002,47.5,54.6
14.4,81.1,3.4,1167.84,42.25,100.0
9.2,82.4,4.6,758.08,43.5,75.4
21.4,79.1,10.0,1692.7399999999998,44.55,92.4
11.2,72.8,5.6,815.3599999999999,39.199999999999996,80.8
14.2,82.0,6.0,1164.3999999999999,44.0,86.4
10.6,70.4,4.7,746.24,37.550000000000004,82.4
27.2,67.2,5.0,1827.84,36.1,100.0
12.8,83.9,8.0,1073.92,45.95,72.2
27.8,72.7,8.7,2021.0600000000002,40.7,100.0
20.7,77.3,4.4,1600.11,40.85,100.0
18.4,81.4,9.4,1497.76,45.400000000000006,96.7
17.6,78.1,8.1,1374.56,43.099999999999994,86.2
17.8,97.9,4.5,1742.6200000000001,51.2,98.2
1.5,98.3,5.0,147.45,51.65,43.2
13.0,66.0,7.3,858.0,36.65,84.4
20.9,85.7,6.0,1791.1299999999999,45.85,84.6
14.7,97.1,4.1,1427.37,50.599999999999994,97.0
5.2,83.7,8.6,435.24,46.15,65.1
14.6,69.8,6.5,1019.0799999999999,38.15,86.1
26.9,68.8,4.8,1850.7199999999998,36.8,100.0
23.7,80.8,5.3,1914.9599999999998,43.05,100.0
14.6,100.0,4.1,1460.0,52.05,67.0
21.7,84.5,4.6,1833.6499999999999,44.55,93.7
12.4,76.9,1.9,953.5600000000001,39.400000000000006,77.6
3.1,90.1,5.5,279.31,47.8,44.8
8.5,98.0,6.5,833.0,52.25,63.7
25.9,74.0,5.3,1916.6,39.65,100.0
13.1,87.0,7.8,1139.7,47.4,80.1
13.3,96.1,9.1,1278.1299999999999,52.599999999999994,88.8
12.9,81.4,5.0,1050.0600000000002,43.2,93.0
28.3,73.9,5.3,2091.3700000000003,39.6,100.0
26.4,63.1,7.2,1665.84,35.15,100.0
30.5,83.3,10.0,2540.65,46.65,100.0
13.9,86.7,7.2,1205.13,46.95,82.6
17.1,80.1,7.9,1369.71,44.0,100.0
4.4,89.9,6.6,395.56000000000006,48.25,61.4
25.3,82.6,6.3,2089.7799999999997,44.449999999999996,100.0
6.8,100.0,7.8,680.0,53.9,64.5
16.5,85.7,3.6,1414.05,44.65,100.0
7.3,93.4,2.9,681.82,48.150000000000006,61.4
10.9,95.3,4.0,1038.77,49.65,91.4
9.1,79.2,7.4,720.72,43.300000000000004,73.1
10.7,73.4,5.3,785.38,39.35,89.3
11.2,100.0,4.0,1120.0,52.0,60.6
11.2,65.4,5.5,732.48,35.45,84.3
20.8,76.7,8.8,1595.3600000000001,42.75,98.6
7.3,88.0,6.0,642.4,47.0,71.6
16.5,96.1,6.6,1585.6499999999999,51.349999999999994,73.2
23.5,91.9,6.0,2159.65,48.95,100.0
11.4,76.5,7.4,872.1,41.95,86.6
10.0,90.1,8.9,901.0,49.5,64.5
13.4,71.6,6.0,959.4399999999999,38.8,71.9
23.3,72.5,8.6,1689.25,40.55,93.5
16.4,78.4,4.8,1285.76,41.6,83.5
11.3,74.0,8.6,836.2,41.3,79.8
18.4,88.8,7.8,1633.9199999999998,48.3,95.5
7.3,86.8,7.2,633.64,47.0,47.7
19.8,79.9,9.2,1582.0200000000002,44.550000000000004,100.0
17.9,88.5,7.9,1584.1499999999999,48.2,85.5
12.8,96.3,6.5,1232.64,51.4,82.9
9.1,75.6,9.2,687.9599999999999,42.4,71.7
8.8,78.5,5.7,690.8000000000001,42.1,60.3
18.7,79.5,5.2,1486.6499999999999,42.35,91.3
23.6,91.9,3.7,2168.84,47.800000000000004,100.0
10.5,100.0,4.0,1050.0,52.0,76.7
18.2,93.5,8.0,1701.7,50.75,89.4
0.4,82.7,7.2,33.080000000000005,44.95,50.8
10.9,83.5,3.6,910.15,43.55,83.8
14.8,83.7,3.8,1238.76,43.75,73.8
8.6,66.2,3.2,569.32,34.7,60.8
8.4,80.4,4.3,675.3600000000001,42.35,73.8
10.3,80.2,5.6,826.0600000000001,42.9,74.8
17.0,71.6,4.3,1217.1999999999998,37.949999999999996,73.5
13.7,100.0,3.8,1370.0,51.9,90.7
0.0,73.6,7.0,0.0,40.3,51.1
0.2,85.5,7.9,17.1,46.7,66.0
10.8,87.4,6.6,943.9200000000001,47.0,74.6
18.2,81.8,4.5,1488.76,43.15,96.0
0.0,91.1,7.0,0.0,49.05,68.0
11.5,75.7,7.1,870.5500000000001,41.4,86.1
11.3,74.9,3.8,846.3700000000001,39.35,78.1
24.7,88.8,3.4,2193.3599999999997,46.1,100.0
12.3,84.3,8.6,1036.89,46.449999999999996,87.4
17.7,74.0,8.4,1309.8,41.2,74.1
16.0,91.8,5.2,1468.8,48.5,90.3
0.1,75.7,7.8,7.57,41.75,52.1
20.4,100.0,5.0,2039.9999999999998,52.5,100.0
16.5,68.7,8.4,1133.55,38.550000000000004,88.5
18.6,83.9,7.6,1560.5400000000002,45.75,98.7
40.0,75.7,4.2,3028.0,39.95,100.0
0.4,98.6,7.4,39.44,53.0,51.7
27.1,82.2,6.2,2227.6200000000003,44.2,100.0
13.0,97.8,5.1,1271.3999999999999,51.449999999999996,64.6
17.0,69.1,9.2,1174.6999999999998,39.15,82.3
14.7,97.7,6.5,1436.19,52.1,69.4
12.0,99.3,3.1,1191.6,51.199999999999996,71.2
11.0,77.6,5.2,853.5999999999999,41.4,76.2
17.3,93.5,7.5,1617.55,50.5,100.0
4.4,81.6,5.9,359.04,43.75,45.8
20.3,97.0,4.6,1969.1000000000001,50.8,100.0
12.1,75.6,7.8,914.7599999999999,41.699999999999996,71.7
7.1,85.1,7.3,604.2099999999999,46.199999999999996,75.7
11.8,78.3,8.0,923.94,43.15,84.3
23.8,83.7,5.7,1992.0600000000002,44.7,100.0
11.3,92.9,6.7,1049.7700000000002,49.800000000000004,86.3
17.5,84.3,4.6,1475.25,44.449999999999996,100.0
9.9,97.2,7.3,962.2800000000001,52.25,86.9
20.3,81.9,5.1,1662.5700000000002,43.5,94.3
19.8,88.0,4.5,1742.4,46.25,100.0
27.9,87.7,4.6,2446.83,46.15,100.0
13.8,75.9,8.4,1047.42,42.150000000000006,76.6
19.7,100.0,4.1,1970.0,52.05,97.5
15.7,100.0,5.0,1570.0,52.5,87.7
24.1,86.9,2.0,2094.2900000000004,44.45,98.4
10.0,87.8,7.5,878.0,47.65,79.9
20.2,100.0,5.7,2020.0,52.85,97.1
13.6,83.2,10.0,1131.52,46.6,79.8
14.6,90.3,2.1,1318.3799999999999,46.199999999999996,73.4
15.6,86.0,7.4,1341.6,46.7,88.3
16.8,70.8,5.5,1189.44,38.15,85.2
14.2,87.8,6.2,1246.76,47.0,75.7
16.5,85.0,6.1,1402.5,45.55,95.6
26.0,75.8,6.5,1970.8,41.15,100.0
21.9,85.6,4.5,1874.6399999999996,45.05,100.0
21.1,65.3,4.4,1377.83,34.85,100.0
11.8,95.6,10.0,1128.08,52.8,67.6
8.8,80.5,3.5,708.4000000000001,42.0,61.6
21.7,100.0,6.5,2170.0,53.25,95.1
21.1,93.2,8.9,1966.5200000000002,51.050000000000004,100.0
25.3,94.3,7.4,2385.79,50.85,100.0
10.8,86.4,4.8,933.1200000000001,45.6,85.3
13.4,87.6,9.3,1173.84,48.449999999999996,100.0
3.5,75.4,8.7,263.90000000000003,42.050000000000004,65.4
12.3,77.3,6.7,950.79,42.0,78.8
22.0,81.7,6.7,1797.4,44.2,100.0
11.7,82.1,5.4,960.5699999999998,43.75,68.9
19.5,95.7,3.8,1866.15,49.75,86.3
13.7,86.5,7.2,1185.05,46.85,97.8
17.3,65.5,9.0,1133.15,37.25,96.7
7.0,77.0,5.4,539.0,41.2,33.8
15.6,94.4,5.8,1472.64,50.1,81.5
0.0,74.3,6.2,0.0,40.25,66.1
13.7,78.0,7.2,1068.6,42.6,71.9
3.6,83.3,4.6,299.88,43.949999999999996,73.0
23.4,93.5,6.1,2187.9,49.8,93.4
20.4,82.0,7.2,1672.8,44.6,100.0
18.3,81.6,6.4,1493.28,44.0,90.9
25.6,69.3,2.8,1774.08,36.05,100.0
8.4,75.0,3.1,630.0,39.05,73.5
27.2,92.7,3.9,2521.44,48.300000000000004,100.0
21.5,87.1,3.4,1872.6499999999999,45.25,100.0
13.3,89.4,8.9,1189.0200000000002,49.150000000000006,90.6
22.9,67.6,7.1,1548.0399999999997,37.349999999999994,100.0
7.3,85.2,5.9,621.96,45.550000000000004,71.5
9.2,84.5,4.1,777.4,44.3,81.1
10.7,82.2,4.2,879.54,43.2,80.5
11.3,72.3,5.2,816.99,38.75,78.7
7.6,79.6,6.1,604.9599999999999,42.849999999999994,74.0
23.6,100.0,6.7,2360.0,53.35,100.0
13.2,92.0,8.7,1214.3999999999999,50.35,87.1
17.5,77.5,4.9,1356.25,41.2,91.4
11.0,84.0,8.2,924.0,46.1,76.0
2.3,63.1,9.5,145.13,36.3,67.5
16.9,80.5,5.7,1360.4499999999998,43.1,100.0
1.6,80.9,5.6,129.44000000000003,43.25,57.9
14.5,100.0,10.0,1450.0,55.0,92.4
5.4,74.6,7.4,402.84,41.0,63.9
28.9,96.4,7.0,2785.96,51.7,100.0
21.4,86.4,5.4,1848.96,45.900000000000006,96.6
15.7,71.8,5.1,1127.26,38.449999999999996,100.0
23.8,96.3,9.6,2291.94,52.949999999999996,100.0
9.1,82.7,4.0,752.57,43.35,94.6
18.8,90.8,5.4,1707.04,48.1,96.8
16.4,100.0,7.2,1639.9999999999998,53.6,96.6
16.8,76.8,4.9,1290.24,40.85,79.9
23.9,93.8,8.7,2241.8199999999997,51.25,100.0
20.1,77.1,4.7,1549.71,40.9,100.0
17.0,88.1,9.6,1497.6999999999998,48.849999999999994,86.5
3.4,86.8,8.5,295.12,47.65,61.2
8.3,85.6,2.5,710.48,44.05,67.9
14.1,79.7,4.1,1123.77,41.9,74.5
15.7,91.0,4.9,1428.7,47.95,90.1
7.1,83.3,3.9,591.43,43.6,77.5
31.9,100.0,3.8,3190.0,51.9,100.0
25.6,90.1,3.4,2306.56,46.75,100.0
19.2,81.7,4.8,1568.64,43.25,84.6
15.5,85.7,4.8,1328.3500000000001,45.25,88.5
13.5,82.7,9.2,1116.45,45.95,93.6
8.3,89.0,8.5,738.7,48.75,71.0
15.5,98.2,6.9,1522.1000000000001,52.550000000000004,93.2
16.8,86.5,8.1,1453.2,47.3,90.2
6.3,88.8,6.8,559.4399999999999,47.8,68.5
17.3,73.9,4.5,1278.4700000000003,39.2,83.0
13.9,74.7,2.3,1038.3300000000002,38.5,84.3
1.6,84.8,4.6,135.68,44.699999999999996,60.2
9.0,84.0,3.4,756.0,43.7,79.1
12.1,84.2,4.3,1018.82,44.25,85.3
28.2,69.6,4.9,1962.7199999999998,37.25,100.0
18.9,99.4,7.4,1878.6599999999999,53.400000000000006,91.6
5.7,93.4,5.6,532.38,49.5,62.6
18.4,94.5,9.3,1738.8,51.9,97.5
4.2,88.0,6.9,369.6,47.45,54.3
22.6,93.2,3.0,2106.32,48.1,100.0
11.7,98.3,5.8,1150.11,52.05,65.6
14.3,82.4,4.2,1178.3200000000002,43.300000000000004,81.4
24.3,85.5,6.8,2077.65,46.15,100.0
6.0,84.0,7.0,504.0,45.5,78.1
5.2,91.6,1.5,476.32,46.55,75.1
10.9,89.0,5.9,970.1,47.45,78.0
22.3,74.7,5.2,1665.8100000000002,39.95,100.0
4.4,83.4,5.6,366.96000000000004,44.5,68.3
0.0,78.8,9.4,0.0,44.1,36.8
11.8,94.7,10.0,1117.46,52.35,70.5
18.9,85.6,5.1,1617.8399999999997,45.349999999999994,100.0
23.4,73.1,3.2,1710.5399999999997,38.15,100.0
11.8,92.0,5.9,1085.6000000000001,48.95,78.5
12.1,95.8,5.8,1159.1799999999998,50.8,75.7
23.1,82.7,3.1,1910.3700000000001,42.9,100.0
1.9,82.0,3.1,155.79999999999998,42.55,55.9
12.3,85.8,6.5,1055.34,46.15,75.9
16.3,82.2,7.6,1339.8600000000001,44.9,86.7
18.1,85.5,7.2,1547.5500000000002,46.35,100.0
11.4,86.6,1.9,987.24,44.25,65.6
15.2,81.7,5.1,1241.84,43.4,97.6
0.0,94.0,5.4,0.0,49.7,52.5
10.4,77.5,4.8,806.0,41.15,66.7
18.2,89.8,7.6,1634.36,48.699999999999996,83.9
8.1,70.9,7.2,574.2900000000001,39.050000000000004,52.5
15.4,75.5,5.5,1162.7,40.5,88.7
18.1,85.3,5.7,1543.93,45.5,100.0
12.6,91.9,5.4,1157.94,48.650000000000006,90.8
16.2,87.8,2.5,1422.36,45.15,89.5
8.3,82.6,7.4,685.58,45.0,79.7
13.6,91.2,6.0,1240.32,48.6,92.2
19.3,85.7,8.2,1654.0100000000002,46.95,96.2
16.1,79.1,3.7,1273.51,41.4,74.4
10.9,73.7,2.6,803.33,38.15,78.1
16.6,88.4,8.2,1467.4400000000003,48.300000000000004,100.0
20.0,76.7,3.5,1534.0,40.1,99.1
0.7,94.4,8.0,66.08,51.2,56.5
23.1,83.2,6.4,1921.92,44.800000000000004,100.0
12.6,76.9,8.2,968.94,42.550000000000004,96.8
18.0,91.8,8.4,1652.3999999999999,50.1,100.0
23.4,100.0,3.8,2340.0,51.9,100.0
5.4,85.9,3.5,463.86000000000007,44.7,76.9
10.0,90.7,4.2,907.0,47.45,77.0
13.0,80.9,8.1,1051.7,44.5,90.6
9.5,83.0,6.5,788.5,44.75,83.8
27.1,80.2,7.0,2173.42,43.6,100.0
9.0,100.0,3.3,900.0,51.65,63.4
11.1,73.6,4.7,816.9599999999999,39.15,100.0
16.4,81.1,5.7,1330.0399999999997,43.4,90.8
6.6,100.0,9.4,660.0,54.7,42.6
12.2,88.2,5.0,1076.04,46.6,90.8
17.2,79.6,5.1,1369.12,42.349999999999994,83.7
12.7,68.5,6.5,869.9499999999999,37.5,100.0
14.3,99.6,4.7,1424.28,52.15,89.1
11.3,89.1,7.6,1006.83,48.349999999999994,61.7
4.4,96.6,7.9,425.04,52.25,61.9
17.3,70.2,10.0,1214.46,40.1,75.2
27.3,79.9,5.6,2181.2700000000004,42.75,100.0
15.1,81.3,7.9,1227.6299999999999,44.6,85.2
16.6,89.7,8.8,1489.0200000000002,49.25,97.2
19.8,89.5,5.5,1772.1000000000001,47.5,100.0
6.1,75.7,6.7,461.77,41.2,70.0
26.9,73.6,9.7,1979.8399999999997,41.65,100.0
